351886065981190	1429196811439	65.05050000	25.47450000	1	1		| 2015-04-16 18:06:51           |		
351886065981190	1429197507859	65.05050000	25.47450000	1	1		| 2015-04-16 18:18:28           |		
351886065981190	1429265790789	65.05050000	25.47450000	1	1		| 2015-04-17 13:16:31           |		
351886065981190	1429265818879	65.05050000	25.47450000	1	1		| 2015-04-17 13:16:59           |		
351886065981190	1429266558207	65.05050000	25.47450000	1	1		| 2015-04-17 13:29:18           |		
354912059997575	1429268874501	65.05430000	25.46800000	1	1		| 2015-04-17 14:07:55           |		
351886065981190	1429271227985	65.05050000	25.47450000	1	1		| 2015-04-17 14:47:08           |		
351886065981190	1429271431051	65.05050000	25.47450000	1	1		| 2015-04-17 14:50:31           |		
351886065981190	1429354213430	65.03430000	25.42870000	1	1		| 2015-04-18 13:50:13           |		
351886065981190	1429362996714	65.03430000	25.42870000	1	1		| 2015-04-18 16:16:37           |		
351886065981190	1429366455244	65.03430000	25.42870000	1	1		| 2015-04-18 17:14:15           |		
351886065981190	1429366764354	65.06040000	25.43750000	1	1		| 2015-04-18 17:19:24           |		
351886065981190	1429366787137	65.06040000	25.43750000	1	1		| 2015-04-18 17:19:47           |		
351886065981190	1429366851510	65.06500000	25.43080000	1	1		| 2015-04-18 17:20:52           |		
351886065981190	1429379308731	65.07690000	25.42550000	1	1		| 2015-04-18 20:48:29           |		
351886065981190	1429379394533	65.07690000	25.42550000	1	1		| 2015-04-18 20:49:55           |		
351886065981190	1429379482597	65.07690000	25.42550000	1	1		| 2015-04-18 20:51:23           |		
354912059997575	1429379717340	65.05430000	25.46800000	1	1		| 2015-04-18 20:55:17           |		
351886065981190	1429379773705	65.07690000	25.42550000	1	1		| 2015-04-18 20:56:14           |		
351886065981190	1429379792341	65.07690000	25.42550000	1	1		| 2015-04-18 20:56:32           |		
351886065981190	1429379890905	65.07690000	25.42550000	1	1		| 2015-04-18 20:58:11           |		
351886065981190	1429380170234	65.07690000	25.42550000	1	1		| 2015-04-18 21:02:50           |		
351886065981190	1429380269641	65.07690000	25.42550000	1	1		| 2015-04-18 21:04:30           |		
862095022240730	1429393614987	65.04910000	25.47460000	1	1		| 2015-04-19 00:46:55           |		
351886065981190	1429455952354	65.07690000	25.42550000	1	1		| 2015-04-19 18:05:52           |		
862095022240730	1429457299812	65.04910000	25.47460000	1	1		| 2015-04-19 18:28:20           |		
359307054254467	1429458055545	65.06220000	25.48290000	1	1		| 2015-04-19 18:40:56           |		
862095022240730	1429474037284	65.04910000	25.47460000	1	1		| 2015-04-19 23:07:17           |		
862095022240730	1429474930767	65.04910000	25.47460000	1	1		| 2015-04-19 23:22:11           |		
862095022240730	1429476515603	65.04910000	25.47460000	1	1		| 2015-04-19 23:48:36           |		
862095022240730	1429486250149	65.04910000	25.47460000	1	1		| 2015-04-20 02:30:50           |		
862095022240730	1429532988554	65.04910000	25.47460000	1	1		| 2015-04-20 15:29:49           |		
862095022240730	1429538435665	65.04910000	25.47460000	1	1		| 2015-04-20 17:00:36           |		
862095022240730	1429563211294	65.04910000	25.47460000	1	1		| 2015-04-20 23:53:31           |		
862095022240730	1429564303692	65.04910000	25.47460000	1	1		| 2015-04-21 00:11:44           |		
351886065981190	1429600272671	65.07690000	25.42550000	1	1		| 2015-04-21 10:11:13           |		
351886065981190	1429600526275	65.07690000	25.42550000	1	1		| 2015-04-21 10:15:26           |		
862095022240730	1429601535736	65.04910000	25.47460000	1	1		| 2015-04-21 10:32:16           |		
351886065981190	1429610425363	65.07690000	25.42550000	1	1		| 2015-04-21 13:00:25           |		
862095022240730	1429614006468	65.04910000	25.47460000	1	1		| 2015-04-21 14:00:06           |		
862095022240730	1429643300090	65.04910000	25.47460000	1	1		| 2015-04-21 22:08:20           |		
862095022240730	1429683009688	65.04910000	25.47460000	1	1		| 2015-04-22 09:10:10 		
862095022240730	1429688492380	65.04910000	25.47460000	1	1				
									
mode 2 data time(2pm,2015-04-25----------------0am,2015-05-01)									
									
351565053632748	1430044241224	65.05770000	25.46910000	1	1		 2015-04-26 13:30:41           |		
351886065981190	1430049640992	65.07690000	25.42550000	1	1		| 2015-04-26 15:00:41           |		
351886065981190	1430049731394	65.07690000	25.42550000	1	1		| 2015-04-26 15:02:11           |		
354912059997575	1430061277750	65.05430000	25.46800000	1	1		| 2015-04-26 18:14:38           |		
351886065981190	1430066748452	65.07690000	25.42550000	1	1		| 2015-04-26 19:45:48           |		
862095022240730	1430071123194	65.04910000	25.47460000	1	1		| 2015-04-26 20:58:43           |		
351886065981190	1430215056745	65.07690000	25.42550000	1	1		| 2015-04-28 12:57:37           |		
359307054254467	1430222889281	65.06170000	25.48240000	1	1		| 2015-04-28 15:08:09           |		
359307054254467	1430222900119	65.06170000	25.48240000	1	1		| 2015-04-28 15:08:20           |		
									
									
mode 3 data  time(1:30pm,2015-05-01----------------1:30pm,2015-05-11)									
351886065981190	1430508273419	65.07690000	25.42550000	1	1		 2015-05-01 22:24:33           |		
351886065981190	1430509140993	65.07690000	25.42550000	1	1		| 2015-05-01 22:39:01           |		
862095022240730	1430553850141	65.04910000	25.47460000	1	1		| 2015-05-02 11:04:10           |		
862095022240730	1430553974921	65.04910000	25.47460000	1	1		| 2015-05-02 11:06:15           |		
351886065981190	1430573359017	65.07690000	25.42550000	1	1		| 2015-05-02 16:29:19           |		
862095022240730	1430653348681	65.04910000	25.47460000	1	1		| 2015-05-03 14:42:29           |		
351886065981190	1430742486673	65.07690000	25.42550000	1	1		| 2015-05-04 15:28:07           |		
351886065981190	1430807715738	65.07690000	25.42550000	1	1		| 2015-05-05 09:35:16           |		
351886065981190	1431168654934	65.07690000	25.42550000	1	1		| 2015-05-09 13:50:55           |		
351886065981190	1431206889999	65.01140000	25.47740000	1	1		| 2015-05-10 00:28:10           |		
									
									
									
mode 4 data  time(1:30pm,2015-05-12----------------1:30pm,2015-05-17)									
